student_id,current_semester,department,credits,member_id,first_name,last_name,street,number,PC,email,telephone,password
1199924,5,ECE,45.67,1199924,Elena,Christou,Kolokotroni,101,45678,up1199924@upatras.gr,6956789012,xY6$vC7dE
1199923,6,ECE,6.78,1199923,Panagiotis,Ioannou,Mitropoleos,202,56789,up1199923@upatras.gr,6967890123,yZ7%wD8eF
1199922,7,ECE,0.0,1199922,Marina,Petrou,Panormou,303,67890,up1199922@upatras.gr,6978901234,zA8^xE9fG
1199921,8,ECE,8.90,1199921,Andreas,Stefanou,Marni,404,78901,up1199921@upatras.gr,6989012345,aB9&yF0gH
1199920,9,ECE,0.0,1199920,Georgia,Karagiorgos,Solonos,505,89012,up1199920@upatras.gr,6990123456,bC0*zG1hI
1199919,1,ECE,0.0,1199919,Christos,Alexiou,Skoufa,606,90123,up1199919@upatras.gr,6901234567,cD1(rH2iJ
1199918,2,ECE,12.34,1199918,Anna,Georgiou,Akadimias,707,12345,up1199918@upatras.gr,6912345678,dE2!sI3jK
1199917,3,ECE,23.45,1199917,Ioannis,Papadopoulos,Ermou,808,23456,up1199917@upatras.gr,6923456789,eF3@tJ4kL
1199916,4,ECE,4.56,1199916,Konstantina,Nikolaou,Patision,909,34567,up1199916@upatras.gr,6934567890,fG4#uK5lM
1199915,5,ECE,5.67,1199915,Elena,Christou,Stadiou,101,45678,up1199915@upatras.gr,6945678901,gH5$vL6mN
1199914,6,ECE,6.78,1199914,Panagiotis,Ioannou,Kolokotroni,202,56789,up1199914@upatras.gr,6956789012,hI6%wM7nO
1199913,7,ECE,7.89,1199913,Marina,Petrou,Mitropoleos,303,67890,up1199913@upatras.gr,6967890123,iJ7^xN8oP
1199912,8,ECE,8.90,1199912,Andreas,Stefanou,Panormou,404,78901,up1199912@upatras.gr,6978901234,jK8&yO9pQ
1199911,9,ECE,0.0,1199911,Georgia,Karagiorgos,Marni,505,89012,up1199911@upatras.gr,6989012345,kL9*zP0qR
1199910,1,ECE,0.0,1199910,Christos,Alexiou,Solonos,606,90123,up1199910@upatras.gr,6990123456,lM0(rQ1sT
1199909,2,ECE,0.0,1199909,Anna,Georgiou,Skoufa,707,12345,up1199909@upatras.gr,6901234567,mN1!sR2tU
1199908,3,ECE,3.45,1199908,Ioannis,Papadopoulos,Akadimias,808,23456,up1199908@upatras.gr,6912345678,nO2@tS3uV
1199907,4,ECE,4.56,1199907,Konstantina,Nikolaou,Ermou,909,34567,up1199907@upatras.gr,6923456789,oP3#uT4vW
